TestSetFileName,Success,Managed,Fails,Skipped,Dependencies,Crashes,UnsupportedTypes,UnsupportedErrorCodes,Sum,Processed,Matches
fn/function-name.xml,4,1,5,0,1,10,0,3,24,24,OK
fn/generate-id.xml,0,0,5,0,5,14,5,0,29,29,OK
fn/has-children.xml,2,2,5,0,4,12,8,4,37,37,OK
fn/head.xml,2,0,0,0,0,6,0,0,8,8,OK
fn/hours-from-dateTime.xml,3,24,0,0,0,0,0,0,27,27,OK
fn/hours-from-duration.xml,3,28,0,0,0,0,0,0,31,31,OK
fn/hours-from-time.xml,3,24,0,0,0,0,0,0,27,27,OK
fn/id.xml,0,0,7,0,32,13,2,7,61,61,OK
fn/idref.xml,0,0,7,0,40,5,0,2,54,54,OK
fn/implicit-timezone.xml,2,0,0,0,0,21,0,4,27,27,OK
fn/innermost.xml,4,1,4,0,8,12,30,0,59,59,OK
fn/index-of.xml,16,8,10,0,0,9,9,1,53,53,OK
fn/insert-before.xml,16,4,1,0,0,17,4,1,43,43,OK
fn/in-scope-prefixes.xml,2,0,8,0,0,52,0,0,62,62,OK
fn/iri-to-uri.xml,5,0,3,0,0,37,1,1,47,47,OK
fn/json-to-xml.xml,0,0,10,0,14,38,0,32,94,94,OK
fn/lang.xml,1,0,4,0,0,39,0,2,46,46,OK
fn/last.xml,25,15,0,0,0,25,0,1,66,66,OK
fn/load-xquery-module.xml,0,0,0,0,82,0,0,0,82,82,OK
fn/local-name.xml,1,0,7,0,1,42,7,2,60,60,OK
fn/local-name-from-QName.xml,3,0,8,0,1,15,0,1,28,28,OK
fn/lower-case.xml,4,21,0,0,0,2,0,0,27,27,OK
fn/max.xml,18,34,3,0,0,33,106,14,208,208,OK
fn/matches.xml,3,26,5,0,0,122,0,10,166,166,OK
fn/matches.re.xml,0,107,129,0,0,721,0,53,1010,1010,OK
fn/min.xml,18,32,4,0,0,32,107,14,207,207,OK
fn/minutes-from-dateTime.xml,3,24,0,0,0,0,0,0,27,27,OK
fn/minutes-from-duration.xml,3,29,0,0,0,0,0,0,32,32,OK
fn/minutes-from-time.xml,3,24,0,0,0,0,0,0,27,27,OK
fn/month-from-date.xml,3,24,0,0,0,0,0,0,27,27,OK
fn/months-from-duration.xml,3,28,0,0,0,0,0,0,31,31,OK
fn/month-from-dateTime.xml,3,24,0,0,0,0,0,0,27,27,OK
fn/name.xml,1,0,2,0,1,22,6,2,34,34,OK
fn/namespace-uri.xml,1,0,4,0,0,24,3,1,33,33,OK
fn/namespace-uri-for-prefix.xml,2,0,0,0,0,27,0,0,29,29,OK
fn/namespace-uri-from-QName.xml,3,0,8,0,1,14,3,1,30,30,OK
fn/nilled.xml,2,0,5,0,29,26,2,0,64,64,OK
fn/node-name.xml,2,0,11,0,0,28,3,0,44,44,OK
fn/normalize-space.xml,8,13,12,0,4,1,0,1,39,39,OK
fn/normalize-unicode.xml,20,14,3,0,0,7,0,4,48,48,OK
fn/not.xml,3,24,3,0,0,23,28,2,83,83,OK
fn/number.xml,3,13,12,0,0,8,30,0,66,66,OK
fn/one-or-more.xml,7,7,3,0,0,5,27,7,56,56,OK
fn/outermost.xml,4,1,4,0,8,11,30,0,58,58,OK
fn/parse-ietf-date.xml,0,0,0,0,0,68,0,37,105,105,OK
fn/parse-json.xml,0,0,6,0,0,79,0,69,154,154,OK
fn/parse-xml.xml,2,0,1,0,0,11,0,3,17,17,OK
fn/parse-xml-fragment.xml,2,0,0,0,2,15,1,6,26,26,OK
fn/path.xml,0,0,0,0,3,14,3,0,20,20,OK
fn/position.xml,40,4,0,0,0,22,0,1,67,67,OK
fn/prefix-from-QName.xml,3,0,1,0,0,6,17,0,27,27,OK
fn/QName.xml,5,0,17,0,0,8,4,0,34,34,OK
fn/random-number-generator.xml,0,0,0,0,0,44,0,0,44,44,OK
fn/remove.xml,20,4,3,0,0,17,6,1,51,51,OK
fn/replace.xml,11,22,0,0,0,41,0,15,89,89,OK
fn/resolve-QName.xml,3,0,1,0,0,25,0,2,31,31,OK
fn/resolve-uri.xml,2,0,0,0,0,31,0,5,38,38,OK
fn/reverse.xml,22,10,0,0,0,10,27,1,70,70,OK
fn/root.xml,1,0,4,0,0,27,1,5,38,38,OK
fn/round.xml,6,70,45,0,0,6,134,0,261,261,OK
fn/round-half-to-even.xml,23,18,25,0,0,8,54,0,128,128,OK
fn/seconds-from-dateTime.xml,3,24,0,0,0,0,0,0,27,27,OK
fn/seconds-from-duration.xml,3,29,0,0,0,0,0,0,32,32,OK
fn/seconds-from-time.xml,3,24,0,0,0,0,0,0,27,27,OK
fn/serialize.xml,0,0,18,0,6,95,12,35,166,166,OK
fn/sort.xml,0,0,3,0,0,40,3,0,46,46,OK
fn/starts-with.xml,9,27,0,0,4,15,0,1,56,56,OK
fn/static-base-uri.xml,2,0,1,0,0,15,0,0,18,18,OK
fn/string.xml,3,11,6,0,2,10,30,9,71,71,OK
fn/string-join.xml,5,31,1,0,0,8,1,0,46,46,OK
fn/string-length.xml,5,22,4,0,2,1,0,2,36,36,OK
fn/string-to-codepoints.xml,24,11,1,0,0,8,0,0,44,44,OK
fn/subsequence.xml,45,10,20,0,0,25,4,1,105,105,OK
fn/substring.xml,14,18,5,0,0,11,0,0,48,48,OK
fn/substring-after.xml,10,6,15,0,5,18,0,1,55,55,OK
fn/substring-before.xml,9,3,18,0,4,18,0,2,54,54,OK
fn/sum.xml,13,39,3,0,0,28,131,8,222,222,OK
fn/tail.xml,2,0,0,0,0,4,0,0,6,6,OK
fn/timezone-from-date.xml,3,21,0,0,0,10,0,0,34,34,OK
fn/timezone-from-dateTime.xml,3,21,0,0,0,3,0,0,27,27,OK
fn/timezone-from-time.xml,3,20,0,0,0,4,0,0,27,27,OK
fn/tokenize.xml,9,5,7,0,0,40,0,6,67,67,OK
fn/trace.xml,4,3,11,0,0,10,1,1,30,30,OK
fn/transform.xml,0,0,0,0,115,0,0,0,115,115,OK
fn/translate.xml,19,19,5,0,0,0,1,0,44,44,OK
fn/true.xml,0,0,1,0,0,24,0,0,25,25,OK
fn/unordered.xml,0,0,2,0,0,35,4,2,43,43,OK
fn/unparsed-text.xml,3,2,3,0,4,16,1,26,55,55,OK
fn/unparsed-text-available.xml,4,2,5,0,3,40,0,0,54,54,OK
fn/unparsed-text-lines.xml,4,2,3,0,3,13,0,30,55,55,OK
fn/upper-case.xml,4,21,0,0,0,4,0,0,29,29,OK
fn/uri-collection.xml,1,0,3,0,0,1,0,2,7,7,OK
fn/xml-to-json.xml,0,0,2,0,4,97,1,37,141,141,OK
fn/year-from-date.xml,3,24,0,0,0,0,0,0,27,27,OK
fn/years-from-duration.xml,3,28,0,0,0,0,0,0,31,31,OK
fn/year-from-dateTime.xml,3,24,0,0,0,0,0,0,27,27,OK
fn/zero-or-one.xml,5,8,2,0,0,6,27,3,51,51,OK
math/math-acos.xml,0,9,0,0,0,0,0,0,9,9,OK
math/math-asin.xml,0,9,0,0,0,0,0,0,9,9,OK
math/math-atan.xml,0,9,0,0,0,0,0,0,9,9,OK
math/math-atan2.xml,0,10,0,0,0,0,0,0,10,10,OK
math/math-cos.xml,0,9,0,0,0,0,0,0,9,9,OK
math/math-exp.xml,0,8,0,1,0,0,0,0,9,9,OK
math/math-exp10.xml,0,7,0,1,0,0,0,0,8,8,OK
math/math-log.xml,0,8,0,1,0,0,0,0,9,9,OK
math/math-log10.xml,0,8,0,1,0,0,0,0,9,9,OK
math/math-pi.xml,0,3,0,0,0,1,1,0,5,5,OK
math/math-pow.xml,0,29,5,0,0,0,0,0,34,34,OK
math/math-sin.xml,0,9,0,0,0,0,0,0,9,9,OK
math/math-sqrt.xml,0,8,1,0,0,0,0,0,9,9,OK
math/math-tan.xml,0,11,0,0,0,0,0,0,11,11,OK
map/merge.xml,1,0,3,0,0,25,1,1,31,31,OK
map/contains.xml,1,0,5,0,0,15,5,0,26,26,OK
map/find.xml,0,0,4,0,0,8,0,0,12,12,OK
map/get.xml,0,0,6,0,0,18,8,0,32,32,OK
map/entry.xml,0,0,0,0,0,7,2,0,9,9,OK
map/size.xml,0,0,0,0,0,13,0,1,14,14,OK
map/keys.xml,0,0,0,0,0,13,0,1,14,14,OK
map/put.xml,0,0,0,0,0,15,4,0,19,19,OK
map/remove.xml,0,0,0,0,0,15,3,0,18,18,OK
map/for-each.xml,0,0,0,0,0,16,0,1,17,17,OK
array/append.xml,0,0,0,0,0,8,0,0,8,8,OK
array/filter.xml,0,0,4,0,0,8,0,0,12,12,OK
array/flatten.xml,0,2,0,0,0,8,0,0,10,10,OK
array/fold-left.xml,0,0,0,0,0,9,0,0,9,9,OK
array/fold-right.xml,0,0,0,0,0,10,0,0,10,10,OK
array/for-each.xml,0,0,2,0,0,7,0,0,9,9,OK
array/for-each-pair.xml,0,0,2,0,0,7,0,0,9,9,OK
array/get.xml,0,0,4,0,0,2,0,4,10,10,OK
array/head.xml,0,0,4,0,0,4,0,1,9,9,OK
array/insert-before.xml,0,0,5,0,0,5,0,1,11,11,OK
array/join.xml,0,0,0,0,0,11,0,0,11,11,OK
array/put.xml,0,0,0,0,0,8,0,5,13,13,OK
array/remove.xml,0,0,11,0,0,3,0,2,16,16,OK
array/reverse.xml,0,1,3,0,0,0,0,0,4,4,OK
array/size.xml,0,6,1,0,0,0,0,0,7,7,OK
array/sort.xml,0,0,2,0,1,30,3,1,37,37,OK
array/subarray.xml,0,0,0,0,0,11,0,7,18,18,OK
array/tail.xml,0,0,5,0,0,1,0,0,6,6,OK
xs/anyURI.xml,0,9,0,0,0,8,0,0,17,17,OK
xs/base64Binary.xml,0,3,0,0,0,28,0,8,39,39,OK
xs/dateTimeStamp.xml,0,0,0,0,0,4,0,2,6,6,OK
xs/double.xml,0,2,2,0,0,1,0,0,5,5,OK
xs/error.xml,0,0,9,0,0,12,4,29,54,54,OK
xs/float.xml,0,0,0,0,0,0,6,0,6,6,OK
xs/hexBinary.xml,0,1,0,0,0,0,0,0,1,1,OK
xs/normalizedString.xml,0,0,0,0,0,7,0,0,7,7,OK
xs/numeric.xml,0,0,0,0,2,15,4,1,22,22,OK
xs/token.xml,0,0,0,0,0,7,0,0,7,7,OK
op/add-dayTimeDurations.xml,0,22,18,0,0,21,0,0,61,61,OK
op/add-dayTimeDuration-to-date.xml,0,18,3,0,2,3,0,1,27,27,OK
op/add-dayTimeDuration-to-dateTime.xml,4,19,0,0,0,3,0,1,27,27,OK
op/add-dayTimeDuration-to-time.xml,1,19,3,0,0,3,0,0,26,26,OK
op/add-yearMonthDurations.xml,0,22,0,0,0,5,0,0,27,27,OK
op/add-yearMonthDuration-to-date.xml,2,20,1,0,0,3,0,1,27,27,OK
op/add-yearMonthDuration-to-dateTime.xml,4,21,0,0,0,3,0,1,29,29,OK
op/anyURI-equal.xml,0,12,0,0,0,6,4,0,22,22,OK
op/anyURI-greater-than.xml,0,8,0,0,0,2,0,0,10,10,OK
op/anyURI-less-than.xml,0,6,0,0,0,2,0,0,8,8,OK
op/bang.xml,0,0,0,0,0,14,0,0,14,14,OK
op/base64Binary-equal.xml,0,16,0,0,0,14,0,0,30,30,OK
op/base64Binary-less-than.xml,2,0,0,0,0,29,1,0,32,32,OK
op/base64Binary-greater-than.xml,2,0,0,0,0,29,1,0,32,32,OK
op/boolean-equal.xml,2,20,18,0,0,16,1,0,57,57,OK
op/boolean-greater-than.xml,0,24,14,0,0,11,0,0,49,49,OK
op/boolean-less-than.xml,0,26,12,0,0,11,0,0,49,49,OK
op/concat.xml,14,22,5,0,0,5,45,1,92,92,OK
op/concatenate.xml,4,1,6,0,0,39,4,0,54,54,OK
op/date-equal.xml,0,41,0,0,0,4,0,2,47,47,OK
op/date-greater-than.xml,0,38,0,0,0,8,0,2,48,48,OK
op/date-less-than.xml,0,38,0,0,0,8,0,2,48,48,OK
op/dateTime-equal.xml,24,43,0,0,2,4,0,0,73,73,OK
op/dateTime-greater-than.xml,0,36,0,0,0,8,0,0,44,44,OK
op/dateTime-less-than.xml,0,36,0,0,0,8,0,0,44,44,OK
op/dayTimeDuration-greater-than.xml,0,0,12,0,0,46,0,0,58,58,OK
op/dayTimeDuration-less-than.xml,0,0,6,0,0,40,0,0,46,46,OK
op/divide-dayTimeDuration.xml,10,17,8,0,0,15,0,5,55,55,OK
op/divide-dayTimeDuration-by-dayTimeDuration.xml,0,16,3,0,0,3,0,3,25,25,OK
op/divide-yearMonthDuration.xml,0,17,2,0,0,7,0,5,31,31,OK
op/divide-yearMonthDuration-by-yearMonthDuration.xml,0,17,3,0,0,3,0,0,23,23,OK
op/duration-equal.xml,32,79,3,0,0,44,0,0,158,158,OK
op/except.xml,0,0,3,0,0,49,12,7,71,71,OK
op/gDay-equal.xml,0,0,0,0,0,0,51,0,51,51,OK
op/gMonth-equal.xml,0,0,0,0,0,0,45,0,45,45,OK
op/gMonthDay-equal.xml,0,0,0,0,0,0,51,0,51,51,OK
op/gYear-equal.xml,0,0,0,0,0,0,46,0,46,46,OK
op/gYearMonth-equal.xml,0,0,0,0,0,0,46,0,46,46,OK
op/hexBinary-equal.xml,0,22,0,0,0,13,0,0,35,35,OK
op/hexBinary-greater-than.xml,2,0,0,0,0,29,1,0,32,32,OK
op/hexBinary-less-than.xml,2,0,0,0,0,29,1,0,32,32,OK
op/intersect.xml,0,0,3,0,0,54,13,4,74,74,OK
op/is-same-node.xml,3,0,1,0,0,21,1,12,38,38,OK
op/multiply-dayTimeDuration.xml,0,28,4,0,0,9,0,5,46,46,OK
op/multiply-yearMonthDuration.xml,6,26,1,0,0,5,0,6,44,44,OK
op/node-after.xml,7,0,7,0,0,10,0,11,35,35,OK
op/node-before.xml,7,0,7,0,0,11,0,11,36,36,OK
op/NOTATION-equal.xml,0,0,0,0,22,0,0,0,22,22,OK
op/numeric-add.xml,22,29,0,0,15,9,68,12,155,155,OK
op/numeric-equal.xml,5,71,7,0,0,10,109,0,202,202,OK
op/numeric-divide.xml,23,40,7,0,0,14,53,3,140,140,OK
op/numeric-greater-than.xml,3,46,2,0,0,7,60,0,118,118,OK
op/numeric-integer-divide.xml,24,25,16,0,0,8,58,5,136,136,OK
op/numeric-less-than.xml,2,65,2,0,0,10,104,0,183,183,OK
op/numeric-mod.xml,17,33,10,0,0,7,52,5,124,124,OK
op/numeric-multiply.xml,9,44,2,0,0,3,46,3,107,107,OK
op/numeric-subtract.xml,9,35,1,0,0,11,60,3,119,119,OK
op/numeric-unary-minus.xml,14,11,3,0,0,6,31,1,66,66,OK
op/numeric-unary-plus.xml,9,9,4,0,0,3,29,1,55,55,OK
op/QName-equal.xml,0,0,6,0,0,30,2,0,38,38,OK
op/string-equal.xml,2,5,0,0,0,6,2,0,15,15,OK
op/string-greater-than.xml,2,5,0,0,0,0,2,0,9,9,OK
op/string-less-than.xml,2,5,1,0,0,0,2,0,10,10,OK
op/subtract-dates.xml,4,19,0,0,0,5,0,2,30,30,OK
op/subtract-dateTimes.xml,5,18,0,0,0,5,0,2,30,30,OK
op/subtract-dayTimeDuration-from-date.xml,0,18,1,0,0,3,0,1,23,23,OK
op/subtract-dayTimeDuration-from-dateTime.xml,0,18,0,0,0,3,0,1,22,22,OK
op/subtract-dayTimeDuration-from-time.xml,4,19,1,0,0,3,0,0,27,27,OK
op/subtract-dayTimeDurations.xml,6,23,23,0,0,16,0,1,69,69,OK
op/subtract-times.xml,6,20,0,0,0,7,0,0,33,33,OK
op/subtract-yearMonthDuration-from-date.xml,0,21,0,0,0,3,0,1,25,25,OK
op/subtract-yearMonthDuration-from-dateTime.xml,0,19,0,0,0,3,0,1,23,23,OK
op/subtract-yearMonthDurations.xml,6,21,0,0,0,5,0,1,33,33,OK
op/time-equal.xml,12,41,0,0,0,5,0,0,58,58,OK
op/time-greater-than.xml,0,32,0,0,0,12,0,0,44,44,OK
op/time-less-than.xml,0,32,0,0,0,12,0,0,44,44,OK
op/to.xml,45,8,22,0,0,5,0,2,82,82,OK
op/union.xml,0,0,4,0,0,63,12,3,82,82,OK
op/yearMonthDuration-greater-than.xml,0,0,0,0,0,34,0,0,34,34,OK
op/yearMonthDuration-less-than.xml,0,0,0,0,0,34,0,0,34,34,OK
op/same-key.xml,0,0,0,0,0,13,12,3,28,28,OK
prod/AllowingEmpty.xml,0,0,1,0,0,17,0,1,19,19,OK
prod/Annotation.xml,2,0,1,0,0,31,0,24,58,58,OK
prod/ArrayTest.xml,0,1,5,0,0,43,4,2,55,55,OK
prod/ArrowPostfix.xml,12,0,2,0,0,25,0,0,39,39,OK
prod/AxisStep.xml,24,0,3,0,12,163,109,37,348,348,OK
prod/AxisStep.abbr.xml,0,0,1,0,0,21,1,0,23,23,OK
prod/AxisStep.ancestor.xml,0,0,0,0,0,29,13,1,43,43,OK
prod/AxisStep.ancestor-or-self.xml,0,0,0,0,0,24,6,1,31,31,OK
prod/AxisStep.following.xml,0,0,0,0,0,21,4,1,26,26,OK
prod/AxisStep.following-sibling.xml,0,0,0,0,0,22,10,1,33,33,OK
prod/AxisStep.preceding.xml,0,0,0,0,0,21,9,1,31,31,OK
prod/AxisStep.preceding-sibling.xml,0,0,0,0,0,21,6,1,28,28,OK
prod/AxisStep.static-typing.xml,0,0,0,0,15,0,0,0,15,15,OK
prod/AxisStep.unabbr.xml,0,0,0,0,0,22,4,0,26,26,OK
prod/BaseURIDecl.xml,0,0,2,0,0,23,0,13,38,38,OK
prod/BoundarySpaceDecl.xml,1,0,1,0,0,24,0,2,28,28,OK
prod/CastableExpr.xml,4,267,45,0,159,19,450,9,953,953,OK
prod/CastExpr.xml,31,454,354,0,7,125,1530,271,2772,2772,OK
prod/CastExpr.derived.xml,0,8,4,0,1,13,110,23,159,159,OK
prod/CastExpr.schema.xml,0,0,0,0,129,0,0,0,129,129,OK
prod/Comment.xml,23,3,1,0,0,17,1,0,45,45,OK
prod/CompAttrConstructor.xml,3,0,9,0,0,52,12,56,132,132,OK
prod/CompDocConstructor.xml,2,0,13,0,0,22,17,5,59,59,OK
prod/CompCommentConstructor.xml,3,0,0,0,0,14,3,9,29,29,OK
prod/CompElemConstructor.xml,3,0,8,0,0,47,16,21,95,95,OK
prod/CompNamespaceConstructor.xml,0,0,7,0,2,23,3,9,44,44,OK
prod/CompPIConstructor.xml,2,0,9,0,0,24,7,15,57,57,OK
prod/CompTextConstructor.xml,6,0,0,0,0,21,9,0,36,36,OK
prod/ConstructionDecl.xml,1,0,1,0,0,22,0,2,26,26,OK
prod/ConstructionDecl.schema.xml,0,0,0,0,4,0,0,0,4,4,OK
prod/ContextItemDecl.xml,1,0,13,0,0,15,5,7,41,41,OK
prod/ContextItemExpr.xml,0,0,2,0,0,39,2,2,45,45,OK
prod/CopyNamespacesDecl.xml,2,0,2,0,0,29,1,2,36,36,OK
prod/CountClause.xml,0,0,1,0,0,9,0,0,10,10,OK
prod/CurlyArrayConstructor.xml,0,0,0,0,0,5,0,0,5,5,OK
prod/DecimalFormatDecl.xml,2,0,0,0,0,21,0,18,41,41,OK
prod/DefaultCollationDecl.xml,4,0,2,0,0,2,0,4,12,12,OK
prod/DefaultNamespaceDecl.xml,12,0,3,0,0,26,5,14,60,60,OK
prod/DirAttributeList.xml,44,0,0,0,0,76,3,11,134,134,OK
prod/DirectConstructor.xml,42,0,0,0,0,45,0,4,91,91,OK
prod/DirElemConstructor.xml,28,0,0,0,0,29,2,12,71,71,OK
prod/DirElemContent.xml,18,0,2,0,3,68,27,15,133,133,OK
prod/DirElemContent.namespace.xml,5,0,14,0,0,77,1,36,133,133,OK
prod/DirElemContent.whitespace.xml,0,0,0,0,0,77,5,1,83,83,OK
prod/EmptyOrderDecl.xml,4,0,0,0,0,16,12,0,32,32,OK
prod/EQName.xml,8,0,4,0,2,30,0,5,49,49,OK
prod/ExtensionExpr.xml,11,0,4,0,0,38,0,4,57,57,OK
prod/FLWORExpr.xml,0,0,0,0,21,0,0,0,21,21,OK
prod/FLWORExpr.static-typing.xml,0,0,0,0,28,0,0,0,28,28,OK
prod/ForClause.xml,70,1,24,0,0,31,59,4,189,189,OK
prod/FunctionCall.xml,54,4,20,0,33,20,15,6,152,152,OK
prod/FunctionDecl.xml,44,18,19,0,0,25,54,13,173,173,OK
prod/GeneralComp.eq.xml,46,0,7,0,2,94,39,5,193,193,OK
prod/GeneralComp.ge.xml,21,1,0,0,0,84,4,0,110,110,OK
prod/GeneralComp.gt.xml,29,1,1,0,0,83,4,0,118,118,OK
prod/GeneralComp.le.xml,19,1,0,0,0,84,4,0,108,108,OK
prod/GeneralComp.lt.xml,31,1,1,0,0,94,6,0,133,133,OK
prod/GeneralComp.ne.xml,34,0,4,0,0,85,17,0,140,140,OK
prod/GroupByClause.xml,1,0,5,0,1,24,5,0,36,36,OK
prod/IfExpr.xml,8,3,0,0,0,29,0,2,42,42,OK
prod/InlineFunctionExpr.xml,17,3,2,0,0,12,0,3,37,37,OK
prod/InstanceofExpr.xml,0,130,3,0,17,46,100,13,309,309,OK
prod/LetClause.xml,19,14,4,0,0,32,16,4,89,89,OK
prod/Literal.xml,84,13,51,0,0,18,2,6,174,174,OK
prod/Lookup.xml,10,0,12,0,2,68,0,9,101,101,OK
prod/MapConstructor.xml,6,0,2,0,0,27,4,3,42,42,OK
prod/MapTest.xml,2,0,0,0,0,31,12,1,46,46,OK
prod/ModuleImport.xml,2,0,18,0,19,76,2,8,125,125,OK
prod/NamedFunctionRef.xml,3,0,15,0,4,530,0,4,556,556,OK
prod/NamespaceDecl.xml,8,1,14,0,0,20,1,0,44,44,OK
prod/NameTest.xml,24,0,37,0,0,45,9,12,127,127,OK
prod/NodeTest.xml,7,0,11,0,0,6,34,10,68,68,OK
prod/OptionDecl.xml,1,0,3,0,0,4,0,1,9,9,OK
prod/OptionDecl.serialization.xml,0,0,17,0,11,8,0,3,39,39,OK
prod/OrExpr.xml,43,98,6,0,0,20,196,8,371,371,OK
prod/OrderByClause.xml,2,0,34,0,4,137,14,14,205,205,OK
prod/OrderingModeDecl.xml,0,0,6,0,0,17,1,3,27,27,OK
prod/PathExpr.xml,8,0,0,0,0,11,0,2,21,21,OK
prod/ParenthesizedExpr.xml,9,0,2,0,0,7,2,0,20,20,OK
prod/PositionalVar.xml,29,0,2,0,0,2,0,1,34,34,OK
prod/Predicate.xml,51,15,15,0,0,97,7,18,203,203,OK
prod/QuantifiedExpr.xml,82,29,2,0,0,69,13,8,203,203,OK
prod/ReturnClause.xml,3,0,1,0,0,13,2,2,21,21,OK
prod/SchemaImport.xml,0,0,0,0,140,0,0,0,140,140,OK
prod/SequenceType.xml,0,18,0,0,0,3,0,0,21,21,OK
prod/SquareArrayConstructor.xml,0,0,2,0,0,2,1,1,6,6,OK
prod/StepExpr.xml,11,0,2,0,0,39,1,5,58,58,OK
prod/StringConstructor.xml,15,0,0,0,0,29,0,2,46,46,OK
prod/SwitchExpr.xml,6,3,3,0,0,12,2,1,27,27,OK
prod/TreatExpr.xml,9,28,7,0,0,9,15,1,69,69,OK
prod/TryCatchExpr.xml,14,3,32,0,0,102,11,11,173,173,OK
prod/TypeswitchExpr.xml,0,8,1,0,5,32,27,0,73,73,OK
prod/UnorderedExpr.xml,2,0,7,0,0,19,0,0,28,28,OK
prod/UnaryLookup.xml,3,0,7,0,1,21,0,2,34,34,OK
prod/ValidateExpr.xml,0,0,0,0,86,0,0,0,86,86,OK
prod/ValueComp.xml,26,0,1,0,4,44,16,9,100,100,OK
prod/VarDecl.xml,41,26,37,0,0,18,8,17,147,147,OK
prod/VarDecl.external.xml,27,0,8,0,2,28,13,21,99,99,OK
prod/VarDefaultValue.xml,10,2,3,0,5,14,0,3,37,37,OK
prod/VersionDecl.xml,8,0,4,0,1,26,0,11,50,50,OK
